Rettighetsnummer;Rettighetsnavn;Rettighetstype;Rettighetshaver;Organisasjonsnummer;Status;Mottatt;Godkjent;Mineral;Kommunenummer;Kommunenavn;Fylkesnummer;Fylkesnavn;Geometri
1039/2024;Skarvan 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2024-02-25;2024-03-19;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5026;Holtålen;50;Trøndelag - Trööndelage;POLYGON ((11.1156757382417 62.7870435689645,11.1842251857325 62.7859955088457,11.1828975301847 62.7680574049165,11.1143896727295 62.7691046622734,11.1156757382417 62.7870435689645))
1036/2024;Moelva 1;UNDERSOEKELSESRETT;Fritzøe Skoger AS;928838188;Godkjent;2024-02-27;2024-03-19;Jern,Mangan,Niob,REE,Titan,Zirkonium;4010,4003;Siljan,Skien;40;Telemark;POLYGON ((9.57290792737807 59.3395297141222,9.60806420696105 59.3393704949658,9.60758322190378 59.3124314358783,9.57245474748389 59.3125904853948,9.57290792737807 59.3395297141222))
1037/2024;Moelva 2;UNDERSOEKELSESRETT;Fritzøe Skoger AS;928838188;Godkjent;2024-02-27;2024-03-19;Jern,Mangan,Niob,REE,Titan,Zirkonium;4003;Skien;40;Telemark;POLYGON ((9.55181397795357 59.3396206956717,9.57290792737807 59.3395297141222,9.57245474748389 59.3125904853948,9.55137748163081 59.3126813700074,9.55181397795357 59.3396206956717))
1056/2024;Bjellatinden 14;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-28;2024-03-20;Gull,Kobber,Molybden,Niob,Wolfram;1838;Gildeskål;18;Nordland - Nordlánnda;POLYGON ((14.0628912458977 66.9666026644838,14.1773946738987 66.9672365019855,14.1779994039783 66.94929736745,14.0635801238679 66.94866407876,14.0628912458977 66.9666026644838))
1057/2024;Bjellatinden 15;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-28;2024-03-20;Gull,Kobber,Molybden,Niob,Wolfram;1838;Gildeskål;18;Nordland - Nordlánnda;POLYGON ((14.0622012618174 66.9845412058318,14.1767889727681 66.9851755929534,14.1773946738987 66.9672365019855,14.0628912458977 66.9666026644838,14.0622012618174 66.9845412058318))
1059/2024;Bjellatinden 17;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-28;2024-03-20;Gull,Kobber,Molybden,Niob,Wolfram;1838;Gildeskål;18;Nordland - Nordlánnda;POLYGON ((14.0163680702651 66.9842643380364,14.0622012618174 66.9845412058318,14.0628912458977 66.9666026644838,14.017091763121 66.966326036552,14.0163680702651 66.9842643380364))
1061/2024;Bjellatinden 19;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-28;2024-03-20;Gull,Kobber,Molybden,Niob,Wolfram;1838,1837;Gildeskål,Meløy;18;Nordland - Nordlánnda;POLYGON ((13.7684122807497 66.94664967025,13.8828120506757 66.9474955353974,13.8836325324504 66.9295579163852,13.7693167303498 66.9287127830781,13.7684122807497 66.94664967025))
1062/2024;Bjellatinden 20;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-28;2024-03-20;Gull,Kobber,Molybden,Niob,Wolfram;1838;Gildeskål;18;Nordland - Nordlánnda;POLYGON ((13.7949817124028 66.9647972135508,13.9094676407646 66.9656240227791,13.9102692513617 66.9476862843616,13.7958674302084 66.9468601909302,13.7949817124028 66.9647972135508))
1065/2024;Svarthola 7;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-29;2024-03-20;Bly,Molybden,REE,Uran;1841,1845;Fauske - Fuossko,Sørfold;18;Nordland - Nordlánnda;POLYGON ((15.6585841288675 67.3136865436039,15.7050490866725 67.313489578698,15.7038642582438 67.2731271269425,15.6574773701624 67.2733237039055,15.6585841288675 67.3136865436039))
1067/2024;Svarthola 9;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-02-29;2024-03-20;Bly,Molybden,REE,Uran;1841,1845;Fauske - Fuossko,Sørfold;18;Nordland - Nordlánnda;POLYGON ((15.5419115120801 67.2916959844406,15.6579687630861 67.2912627701256,15.6574773701624 67.2733237039055,15.5415067831329 67.2737565389225,15.5419115120801 67.2916959844406))
1112/2024;Sætra;UNDERSOEKELSESRETT;HORVLI KINNA;933097285;Godkjent;2024-03-01;2024-04-15;Bly,Gull,Jern,Kobber,Kobolt,Krom,Mangan,Molybden,Nikkel,Niob,Platina,REE,Sink,Sølv,Tantal,Thorium,Tinn,Titan,Uran,Vanadium,Wolfram,Zirkonium;5021;Oppdal;50;Trøndelag - Trööndelage;POLYGON ((9.54558479550986 62.6853878608859,9.59441330789068 62.6851895213212,9.5937659649424 62.6528787018324,9.54499062231174 62.653076768587,9.54558479550986 62.6853878608859))
1099/2024;Husvika 10;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-03-06;2024-04-04;Bly,Kobber,Kobolt,Sink;1824,1816;Vefsn,Vevelstad;18;Nordland - Nordlánnda;POLYGON ((12.6035267512986 65.8041403283564,12.6472205443031 65.8048184799091,12.6513066802864 65.7599969545211,12.6076885964657 65.7593202141939,12.6035267512986 65.8041403283564))
1100/2024;Husvika 11;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-03-06;2024-04-04;Bly,Kobber,Kobolt,Sink;1824,1816;Vefsn,Vevelstad;18;Nordland - Nordlánnda;POLYGON ((12.6464014384696 65.813782737444,12.6791848162149 65.8142833776828,12.6832172466226 65.7694608893596,12.650490703208 65.7689612912842,12.6464014384696 65.813782737444))
1101/2024;Rosta 12;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-03-06;2024-04-04;Bly,Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;1833;Rana;18;Nordland - Nordlánnda;POLYGON ((14.0658588260847 66.2384308178295,14.1770511051254 66.2390602983758,14.1776353843 66.221119486767,14.0665220235252 66.2204905383729,14.0658588260847 66.2384308178295))
1102/2024;Stortuva 3;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-03-07;2024-04-04;Bly,Gull,Kobber,Sink,Sølv;1824;Vefsn;18;Nordland - Nordlánnda;POLYGON ((13.0418971324109 65.8240110636738,13.0965724526587 65.8247004769023,13.0992207595041 65.7888329433261,13.0446213943858 65.7881446792673,13.0418971324109 65.8240110636738))
1103/2024;Stortuva 4;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-03-07;2024-04-04;Bly,Gull,Kobber,Sink,Sølv;1824;Vefsn;18;Nordland - Nordlánnda;POLYGON ((13.0446213943858 65.7881446792673,13.1647441655499 65.7896331460349,13.16586045406 65.7739404460904,13.0458106372823 65.7724530644774,13.0446213943858 65.7881446792673))
1104/2024;Stortuva 5;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-03-07;2024-04-04;Bly,Gull,Kobber,Sink,Sølv;1824;Vefsn;18;Nordland - Nordlánnda;POLYGON ((13.1634665741733 65.8075676085017,13.2071816688276 65.8080859231103,13.209674202036 65.7722160793888,13.166019801822 65.7716986283625,13.1634665741733 65.8075676085017))
1071/2024;Tysfjord 1;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.9765548472879 67.8996502142469,16.095621390415 67.8988988640649,16.094778213638 67.8809632477456,15.9758032650445 67.8817139259285,15.9765548472879 67.8996502142469))
1072/2024;Tysfjord 10;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((16.0990082025498 67.9706408836257,16.2184337750418 67.969800199502,16.2174927631595 67.9518655152362,16.0981593768979 67.9527054455665,16.0990082025498 67.9706408836257))
1073/2024;Tysfjord 11;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.9803316343341 67.9893310029223,16.0998584490286 67.9885762771528,16.0990082025498 67.9706408836257,15.9795737499317 67.9713949321902,15.9803316343341 67.9893310029223))
1074/2024;Tysfjord 12;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((16.0998584490286 67.9885762771528,16.2193763619364 67.9877348380696,16.2184337750418 67.969800199502,16.0990082025498 67.9706408836257,16.0998584490286 67.9885762771528))
1075/2024;Tysfjord 13;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((16.0050153220632 68.00712289321,16.1246329462527 68.0063501300473,16.1237627746718 67.9884149260355,16.0042376630327 67.9891869953674,16.0050153220632 68.00712289321))
1076/2024;Tysfjord 14;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((16.0057942848617 68.0250587473977,16.1255045765968 68.0242852893286,16.1246329462527 68.0063501300473,16.0050153220632 68.00712289321,16.0057942848617 68.0250587473977))
1077/2024;Tysfjord 15;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.9343262580445 68.0344492221883,16.1259409399184 68.0332528521993,16.1255045765968 68.0242852893286,15.9339641268117 68.0254811214906,15.9343262580445 68.0344492221883))
1078/2024;Tysfjord 16;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.862800094038 68.0438087599208,16.1024177481412 68.0423821906741,16.1019903041156 68.0334145662297,15.8624655257691 68.0348404939394,15.862800094038 68.0438087599208))
1079/2024;Tysfjord 17;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.839488032349 68.0618688965284,15.9593953441619 68.0612158962872,15.9586509614736 68.0432798724483,15.8388366557233 68.0439322851919,15.839488032349 68.0618688965284))
1080/2024;Tysfjord 18;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.9593953441619 68.0612158962872,16.0792948379877 68.0604758576337,16.0784574683249 68.04254049956,15.9586509614736 68.0432798724483,15.9593953441619 68.0612158962872))
1081/2024;Tysfjord 19;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.840140503635 68.0798054655683,15.9601409777343 68.079151876916,15.9593953441619 68.0612158962872,15.839488032349 68.0618688965284,15.840140503635 68.0798054655683))
1082/2024;Tysfjord 2;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((16.095621390415 67.8988988640649,16.2146791393583 67.8980611881455,16.2137443893594 67.8801263209829,16.094778213638 67.8809632477456,16.095621390415 67.8988988640649))
1083/2024;Tysfjord 20;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.9601409777343 68.079151876916,16.0801336146958 68.0784111714626,16.0792948379877 68.0604758576337,15.9593953441619 68.0612158962872,15.9601409777343 68.079151876916))
1084/2024;Tysfjord 3;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.9773076838435 67.9175864590165,16.0964659742682 67.9168344357993,16.095621390415 67.8988988640649,15.9765548472879 67.8996502142469,15.9773076838435 67.9175864590165))
1085/2024;Tysfjord 4;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((16.0964659742682 67.9168344357993,16.2084667466832 67.9160487514965,16.2051548655483 67.8981313787349,16.095621390415 67.8988988640649,16.0964659742682 67.9168344357993))
1086/2024;Tysfjord 5;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.9780617777612 67.935522660253,16.0973119686184 67.9347699629621,16.0964659742682 67.9168344357993,15.9773076838435 67.9175864590165,15.9780617777612 67.935522660253))
1087/2024;Tysfjord 6;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((16.0973119686184 67.9347699629621,16.2165533224604 67.9339307852618,16.2084667466832 67.9160487514965,16.0964659742682 67.9168344357993,16.0973119686184 67.9347699629621))
1088/2024;Tysfjord 7;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.9788171321007 67.9534588179723,16.0981593768979 67.9527054455665,16.0973119686184 67.9347699629621,15.9780617777612 67.935522660253,15.9788171321007 67.9534588179723))
1089/2024;Tysfjord 8;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((16.0981593768979 67.9527054455665,16.2174927631595 67.9518655152362,16.2165533224604 67.9339307852618,16.0973119686184 67.9347699629621,16.0981593768979 67.9527054455665))
1090/2024;Tysfjord 9;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-03-14;2024-03-21;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda;POLYGON ((15.9795737499317 67.9713949321902,16.0990082025498 67.9706408836257,16.0981593768979 67.9527054455665,15.9788171321007 67.9534588179723,15.9795737499317 67.9713949321902))
1129/2024;Moelva 3;UNDERSOEKELSESRETT;Fritzøe Skoger AS;928838188;Godkjent;2024-04-15;2024-04-23;Jern,Mangan,Niob,REE,Titan,Zirkonium;4010,4003;Siljan,Skien;40;Telemark;POLYGON ((9.60763224138907 59.3151792251525,9.64271045599445 59.3150109484426,9.64243268798993 59.3002843187579,9.60736963122618 59.300452497467,9.60763224138907 59.3151792251525))
1238/2024;Tinnsjø 1;UNDERSOEKELSESRETT;AuCu Exploration AS;912557901;Godkjent;2024-04-24;2024-05-15;Gull,Kobber,Molybden,REE,Sølv;4026;Tinn;40;Telemark;POLYGON ((9.00982621525423 59.8840656430979,9.03662498008171 59.8840609202284,9.03661016901613 59.8705917770715,9.00982224155224 59.870596497397,9.00982621525423 59.8840656430979))
1191/2024;Kisgruva 3;UNDERSOEKELSESRETT;Legacy in Stone AS;932969408;Godkjent;2024-04-27;2024-05-08;Jern,Kobber,REE,Sink,Sølv;3303;Kongsberg;33;Buskerud;POLYGON ((9.51705603837861 59.6258707920472,9.57023906334297 59.6256502681685,9.56978282594956 59.598712214969,9.51664234685632 59.5989325025847,9.51705603837861 59.6258707920472))
1192/2024;Kisgruva 4;UNDERSOEKELSESRETT;Legacy in Stone AS;932969408;Godkjent;2024-04-27;2024-05-08;Jern,Kobber,REE,Sink,Sølv;3303;Kongsberg;33;Buskerud;POLYGON ((9.57023906334297 59.6256502681685,9.62342123107019 59.6254081727386,9.62292245006181 59.5984703789099,9.56978282594956 59.598712214969,9.57023906334297 59.6256502681685))
1241/2024;Blika 2;UNDERSOEKELSESRETT;Legacy in Stone AS;932969408;Godkjent;2024-04-28;2024-05-15;Gull,Kobber,REE,Sink,Sølv;4024,4022;Hjartdal,Seljord;40;Telemark;POLYGON ((8.51001806375247 59.5989451018638,8.58087350876768 59.5991908825411,8.58115270539511 59.5767419103701,8.51034445571096 59.576496349046,8.51001806375247 59.5989451018638))
1227/2024;Bømlo 1;UNDERSOEKELSESRETT;Legacy in Stone AS;932969408;Godkjent;2024-04-28;2024-05-15;Gull,Kobber,REE,Vanadium;4613;Bømlo;46;Vestland;POLYGON ((5.14907184273667 59.72434813288,5.20229607903971 59.7258998419184,5.20534457498201 59.6990200027467,5.1521628073386 59.6974699557844,5.14907184273667 59.72434813288))
1311/2024;Kinna 1;UNDERSOEKELSESRETT;HORVLI KINNA;933097285;Godkjent;2024-04-29;2024-05-28;Arsen,Bly,Gull,Jern,Kobber,Kobolt,Krom,Mangan,Molybden,Nikkel,Niob,Platina,REE,Sink,Sølv,Tantal,Thorium,Tinn,Titan,Uran,Vanadium,Wolfram,Zirkonium;5021;Oppdal;50;Trøndelag - Trööndelage;POLYGON ((9.54499062231179 62.653076768587,9.59376596494237 62.6528787018324,9.59304856724634 62.6169776107995,9.54433214836395 62.6171753751273,9.54499062231179 62.653076768587))
1312/2024;Kinna 2;UNDERSOEKELSESRETT;HORVLI KINNA;933097285;Godkjent;2024-04-29;2024-05-28;Arsen,Bly,Gull,Jern,Kobber,Kobolt,Krom,Mangan,Molybden,Nikkel,Niob,Platina,REE,Sink,Sølv,Tantal,Thorium,Tinn,Titan,Uran,Vanadium,Wolfram,Zirkonium;5021;Oppdal;50;Trøndelag - Trööndelage;POLYGON ((9.54433214836394 62.6171753751273,9.59304856724634 62.6169776107995,9.59233313289847 62.5810763296348,9.54367547653067 62.5812737922656,9.54433214836394 62.6171753751273))
1281/2024;Kleiva-Oksåna 1;UNDERSOEKELSESRETT;OFTEN MINERAL AS;915904483;Godkjent;2024-04-30;2024-05-23;Jern,Kobber,REE;4030;Nissedal;40;Telemark;POLYGON ((8.51404653007339 59.1961959754718,8.60157145064568 59.1964936240247,8.60178043772841 59.1785332897703,8.51430142245747 59.1782358521233,8.51404653007339 59.1961959754718))
1282/2024;Kleiva-Oksåna 2;UNDERSOEKELSESRETT;OFTEN MINERAL AS;915904483;Godkjent;2024-04-30;2024-05-23;Jern,Kobber,REE;4030;Nissedal;40;Telemark;POLYGON ((8.53879536362537 59.1783250688565,8.59128286372418 59.1785007056645,8.59160411091336 59.1515601442926,8.53915786205698 59.1513846940502,8.53879536362537 59.1783250688565))
1284/2024;Tverrfjellet 9;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2024-05-05;2024-05-24;Kobber,Molybden,Niob,REE,Uran,Zirkonium;1845;Sørfold;18;Nordland - Nordlánnda;POLYGON ((15.7802574199908 67.5466007545607,15.8389070703027 67.5463079289187,15.8382726519662 67.5283701742801,15.779667343726 67.5286627412681,15.7802574199908 67.5466007545607))
1289/2024;Kisteforsbekken 1;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-05-08;2024-05-27;Bly,Kobber,Molybden,Sink,Uran,Wolfram;5520,5522;Bardu,Salangen;55;Troms - Romsa - Tromssa;POLYGON ((18.0293508247255 68.8793689325116,18.0790208434027 68.8802288090911,18.0849187019333 68.8354449662069,18.0353486182314 68.8345870790494,18.0293508247255 68.8793689325116))
1290/2024;Kisteforsbekken 2;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-05-08;2024-05-27;Bly,Kobber,Molybden,Sink,Uran,Wolfram;5520,5522;Bardu,Salangen;55;Troms - Romsa - Tromssa;POLYGON ((18.0790208434027 68.8802288090911,18.1286949716066 68.8810742037296,18.1344928692156 68.8362884047787,18.0849187019333 68.8354449662069,18.0790208434027 68.8802288090911))
1291/2024;Kisteforsbekken 3;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-05-08;2024-05-27;Bly,Kobber,Molybden,Sink,Uran,Wolfram;5520,5522;Bardu,Salangen;55;Troms - Romsa - Tromssa;POLYGON ((18.1286949716066 68.8810742037296,18.1783731400171 68.8819051143601,18.1840710511925 68.8371173927101,18.1344928692156 68.8362884047787,18.1286949716066 68.8810742037296))
1292/2024;Kisteforsbekken 4;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2024-05-08;2024-05-27;Bly,Kobber,Molybden,Sink,Uran,Wolfram;5520;Bardu;55;Troms - Romsa - Tromssa;POLYGON ((18.1783731400171 68.8819051143601,18.2280552792785 68.8827215389504,18.2336531789441 68.8379319279814,18.1840710511925 68.8371173927102,18.1783731400171 68.8819051143601))
1293/2024;Kisteforsbekken 5;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2024-05-08;2024-05-27;Bly,Kobber,Molybden,Sink,Uran,Wolfram;5520;Bardu;55;Troms - Romsa - Tromssa;POLYGON ((18.2280552792785 68.8827215389504,18.2777413200017 68.8835234755036,18.2832391835163 68.8387320086073,18.2336531789441 68.8379319279814,18.2280552792785 68.8827215389504))
1294/2024;Kisteforsbekken 6;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2024-05-08;2024-05-27;Bly,Kobber,Molybden,Sink,Uran,Wolfram;5520,5522;Bardu,Salangen;55;Troms - Romsa - Tromssa;POLYGON ((18.1047478826733 68.8357840755818,18.2039034326609 68.8374449412498,18.2061597309314 68.8195294216257,18.1070839265094 68.8178700924406,18.1047478826733 68.8357840755818))
1309/2024;Fagerfjell 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2024-05-10;2024-05-28;Kobber,Kobolt,Sink,Titan;1554;Averøy;15;Møre og Romsdal;POLYGON ((7.50922829359086 62.9987475493722,7.57829464025205 62.999458779981,7.57938476312309 62.977027433707,7.51037088841833 62.976316883241,7.50922829359086 62.9987475493722))
1310/2024;Sukkertoppen 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2024-05-10;2024-05-28;Jern,Niob,REE,Titan,Zirkonium;1866,1851;Hadsel,Lødingen;18;Nordland - Nordlánnda;POLYGON ((15.1886194510032 68.4406409432512,15.2373893656222 68.4405789232381,15.2369205454731 68.3957349571537,15.188246944969 68.3957968358581,15.1886194510032 68.4406409432512))
1295/2024;Hellemyr 3;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-05-11;2024-05-27;Bly,Gull,Kobber,Sink,Sølv;3334,3314;Flesberg,Øvre Eiker;33;Buskerud;POLYGON ((9.70033259025625 59.7430174259511,9.78927703083726 59.7425133052281,9.78885394282122 59.7245557523737,9.69995717037064 59.725059512118,9.70033259025625 59.7430174259511))
1296/2024;Hellemyr 4;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2024-05-11;2024-05-27;Bly,Gull,Kobber,Sink,Sølv;3334,3314;Flesberg,Øvre Eiker;33;Buskerud;POLYGON ((9.70070848180514 59.7609752889007,9.78970065038666 59.7604708068119,9.78927703083724 59.7425133052281,9.70033259025623 59.7430174259511,9.70070848180514 59.7609752889007))
1297/2024;Nordli 1;UNDERSOEKELSESRETT;REE Mining AS;992760974;Godkjent;2024-05-12;2024-05-27;Molybden,REE;3242,3442;Hurdal,Østre Toten;32,34;Akershus,Innlandet;POLYGON ((10.9841751186184 60.5015547546582,11.0387544865534 60.5007318845193,11.0370651201719 60.4738131329493,10.9825309049116 60.4746351062112,10.9841751186184 60.5015547546582))
1323/2024;Oksfjell 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2024-05-12;2024-05-30;Bly,Gull,Kobber,Kobolt,Molybden,Nikkel,Sink,Sølv,Zirkonium;1832;Hemnes;18;Nordland - Nordlánnda;POLYGON ((14.3856851056321 66.0240753441371,14.4408168000029 66.0242852103268,14.4414061055206 65.9973717289464,14.3863325042089 65.9971621269979,14.3856851056321 66.0240753441371))
